5288	1397	1127
5296	1768	1136
5297	1756	1136
5298	1503	1136
5302	1572	1142
5303	1380	1142
5328	1629	1166
5329	1762	1166
5350	1710	1184
5351	1769	1187
5352	1609	1187
5354	1444	1187
5363	1778	1196
5364	1698	1196
5391	1546	1217
5392	1739	1219
5396	1869	1225
5397	1897	1225
5408	1271	1232
5409	1698	1232
5410	1644	1232
5412	1809	1237
5413	1340	1237
5415	1384	1238
5416	1477	1241
5417	1377	1241
5434	1321	1256
5435	1657	1258
5436	1730	1259
5437	1410	1259
5441	1482	1264
5442	1846	1266
5443	1766	1266
5447	1752	1271
5448	1742	1271
5452	1796	1276
5453	1605	1276
5454	1657	1278
5455	1564	1278
5459	1575	1281
5469	1389	1293
5470	1397	1293
5486	1428	1306
5487	1774	1306
5488	1573	1308
5500	1808	1316
5501	1672	1318
5502	1409	1318
5504	1393	1320
5505	1346	1321
5506	1360	1321
5507	1385	1323
5508	1483	1323
5515	1515	1331
5516	1346	1331
5517	1551	1331
5519	1830	1336
5520	1701	1336
5523	1821	1340
5524	1701	1341
5546	1800	1360
5547	1465	1361
5552	1786	1364
5569	1584	1380
5570	1423	1383
5571	1717	1383
5572	1634	1383
5573	1803	1383
5574	1578	1384
5577	1564	1389
5580	1648	1393
5581	1582	1393
5582	1509	1396
5586	1762	1400
5587	1404	1400
5588	1796	1400
5591	1647	1404
5592	1687	1405
5593	1586	1407
5594	1687	1409
5596	1856	1412
5597	1482	1412
5602	1839	1419
5603	1808	1420
5606	1772	1420
5608	1454	1423
5609	1649	1423
5613	1860	1428
5614	1671	1428
5615	1597	1429
5616	1633	1429
5624	1690	1437
5625	1493	1439
5626	1793	1439
5631	1582	1444
5632	1600	1444
5633	1553	1445
5634	1841	1445
5640	1719	1454
5641	1717	1454
5649	1724	1461
5650	1542	1461
5651	1715	1463
5653	1612	1465
5654	1600	1465
5655	1546	1465
5658	1856	1467
5659	1482	1467
5660	1759	1468
5661	1648	1468
5662	1837	1469
5668	1596	1476
5673	1585	1483
5674	1865	1484
5675	1652	1484
5676	1719	1484
5685	1547	1493
5686	1550	1493
5689	1498	1495
5690	1693	1495
5691	1655	1496
5705	1691	1509
5713	1717	1514
5714	1685	1514
5715	1803	1514
5716	1626	1515
5717	1605	1515
5721	1897	1520
5722	1660	1520
5727	1847	1526
5728	1745	1526
5742	1542	1536
5743	1858	1536
5744	1730	1536
5748	1742	1542
5752	1793	1550
5754	1821	1553
5755	1795	1553
5763	1567	1564
5767	1657	1567
5768	1783	1568
5769	1795	1568
5774	1660	1573
5775	1610	1574
5776	1768	1575
5785	1610	1584
5786	1866	1584
5788	1751	1586
5796	1786	1596
5797	1693	1597
5798	1633	1597
5804	1710	1605
5806	1715	1610
5807	1696	1612
5817	1836	1629
5820	1675	1633
5821	1649	1634
5822	1770	1635
5823	1830	1635
5829	1751	1643
5830	1864	1643
5831	1742	1644
5832	1724	1644
5835	1839	1652
5836	1711	1655
5848	1774	1671
5849	1696	1672
5851	1742	1674
5857	1892	1685
5858	1745	1685
5864	1724	1698
5867	1706	1701
5870	1710	1704
5871	1752	1704
5872	1830	1706
5874	1736	1708
5875	1766	1708
5877	1777	1711
5883	1739	1721
5891	1756	1738
5893	1840	1738
5896	1768	1744
5898	1800	1751
5901	1866	1762
5903	1836	1766
5909	1847	1777
5910	1800	1778
5911	1837	1783
5915	1897	1793
5916	1841	1795
5918	1864	1800
5923	1837	1809
5924	1821	1809
5931	1865	1839
5932	1858	1840
5933	1859	1841
5935	1892	1847
